"","code_station","libelle_station","code_departement","libelle_departement","code_commune","libelle_commune","code_region","libelle_region","code_bassin","libelle_bassin","code_cours_eau","libelle_cours_eau","code_campagne","code_reseau","libelle_reseau","code_ecoulement","libelle_ecoulement","longitude","latitude","date_campagne","nombre_modalite_ecoulement","code_type_campagne","libelle_type_campagne","uri_reseau","etat_station","Annee"
"5462","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","97280","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2023-04-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"5463","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","97060","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2023-03-21,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"5464","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","96950","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2022-10-24,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"5465","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","96841","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2022-09-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"5466","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","96695","0000000134","Onde OFB","1f","Ecoulement visible faible",4.135154843,46.983063577,2022-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"5467","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","96596","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2022-08-12,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"5468","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","96494","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2022-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"5469","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","96314","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2022-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"5470","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","96181","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2022-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"5471","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","95962","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2021-09-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"5472","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","95846","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2021-08-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"5473","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","95641","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2021-07-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"5474","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","95549","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2021-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"5475","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","95464","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2021-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"5476","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","95257","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2020-10-26,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2020
"5477","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","95168","0000000134","Onde OFB","3","Assec",4.135154843,46.983063577,2020-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"5478","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","94982","0000000134","Onde OFB","3","Assec",4.135154843,46.983063577,2020-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"5479","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","94851","0000000134","Onde OFB","1f","Ecoulement visible faible",4.135154843,46.983063577,2020-08-03,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2020
"5480","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","94748","0000000134","Onde OFB","1f","Ecoulement visible faible",4.135154843,46.983063577,2020-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"5481","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","94709","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2020-07-06,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2020
"5482","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","94605","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2020-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"5483","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","94524","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2020-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"5484","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","93851","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2020-04-20,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2020
"5485","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","92302","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2019-10-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5486","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","92102","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2019-10-14,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5487","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","91750","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2019-09-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5488","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","91201","0000000134","Onde OFB","3","Assec",4.135154843,46.983063577,2019-09-16,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5489","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","90655","0000000134","Onde OFB","1f","Ecoulement visible faible",4.135154843,46.983063577,2019-08-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5490","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","90360","0000000134","Onde OFB","1f","Ecoulement visible faible",4.135154843,46.983063577,2019-08-20,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5491","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","89855","0000000134","Onde OFB","1f","Ecoulement visible faible",4.135154843,46.983063577,2019-08-06,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5492","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","89423","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2019-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5493","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","88900","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2019-07-11,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5494","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","88207","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2019-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5495","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","87406","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2019-05-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5496","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","86952","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2019-05-06,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"5497","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","84805","0000000134","Onde OFB","1f","Ecoulement visible faible",4.135154843,46.983063577,2018-10-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"5498","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","83753","0000000134","Onde OFB","1f","Ecoulement visible faible",4.135154843,46.983063577,2018-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"5499","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","82701","0000000134","Onde OFB","1f","Ecoulement visible faible",4.135154843,46.983063577,2018-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"5500","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","81801","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2018-08-06,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"5501","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","81350","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2018-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"5502","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","80455","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2018-06-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"5503","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","80454","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2018-05-28,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"5504","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","76460","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2017-09-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"5505","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","75111","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2017-08-22,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"5506","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","74207","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2017-07-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"5507","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","73801","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2017-07-18,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"5508","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","73024","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2017-06-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"5509","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","72160","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2017-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"5510","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","69169","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2016-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"5511","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","68355","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2016-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"5512","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","68169","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2016-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"5513","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","68069","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2016-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"5514","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","67910","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2016-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"5515","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","67525","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2015-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"5516","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","67358","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2015-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"5517","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","67318","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2015-08-14,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2015
"5518","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","67253","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2015-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"5519","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","67099","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2015-07-15,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2015
"5520","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","67001","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2015-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"5521","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","66911","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2015-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"5522","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","65803","0000000134","Onde OFB","1","Ecoulement visible",4.135154843,46.983063577,2014-09-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"5523","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","64904","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2014-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"5524","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","64200","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2014-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"5525","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","62807","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2014-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"5526","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","62303","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2014-05-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"5527","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","1171","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2013-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"5528","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","1063","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2013-08-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"5529","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","963","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2013-07-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"5530","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","851","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2013-06-28,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"5531","K1294511","Ruisseau des Vernottes à La Grande-Verriere","71","Saône-et-Loire","71223","LA GRANDE-VERRIERE","27","Bourgogne-Franche-Comté","04","Loire-Bretagne","K1297400","le ruisseau des Vernottes","765","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.135154843,46.983063577,2013-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
